Compañía;País;Tipo;Ramo;Subramo;Moneda local; USD ;Año;Tasa de Cambio;AFILIADO
HDI;Brasil;Siniestros;Carga;Internacional;8.168.830;2.070.312;2019;3,9457;NO AFILIADOS
HDI;Brasil;Siniestros;Carga;Nacional;2.695.370;683.116;2019;3,9457;NO AFILIADOS
HDI;Brasil;Siniestros;Carga;Internacional;164.254;41.629;2019;3,9457;NO AFILIADOS
HDI;Brasil;Siniestros;RC;Ferrea;13;3;2019;3,9457;NO AFILIADOS
BCI;Chile;Siniestros;Carga;Aérea;;0;2021;0,0276;AFILIADO
HDI;Brasil;Siniestros;RC;Terrestre;21.224.409;5.379.124;2019;3,9457;NO AFILIADOS
HDI;Brasil;Siniestros;RC;Desvios;13.416.470;3.400.276;2019;3,9457;NO AFILIADOS
HDI;Chile;Siniestros;Carga;Aérea;;0;2021;0,0276;AFILIADO
HDI;Brasil;Siniestros;RC;Maritima;60.773;15.402;2019;3,9457;NO AFILIADOS
SOUTHBRIDGE;Chile;Siniestros;Carga;Aérea;;0;2021;0,0276;AFILIADO
HDI;Brasil;Siniestros;RC;Internacional;1.625.220;411.896;2019;3,9457;NO AFILIADOS
HDI;Brasil;Siniestros;RC;Aerea;0;0;2019;3,9457;NO AFILIADOS
HDI;Brasil;Siniestros;RC;Terrestre;5.356.951;1.357.668;2019;3,9457;NO AFILIADOS
HDI;Brasil;Siniestros;RC;Desvios;903.162;228.898;2019;3,9457;NO AFILIADOS
HDI;Brasil;Primas;Carga;Nacional;40.631.987;11.054.217;2018;3,6757;NO AFILIADOS
HDI;Brasil;Primas;Carga;Internacional;21.569.380;5.868.101;2018;3,6757;NO AFILIADOS
HDI;Brasil;Primas;Carga;Nacional;6.092.565;1.657.525;2018;3,6757;NO AFILIADOS
BCI;Chile;Siniestros;Carga;;531.480;19.277.462;2021;0,0276;AFILIADO
HDI;Brasil;Primas;Carga;Internacional;2.775.385;755.063;2018;3,6757;NO AFILIADOS
HDI;Brasil;Primas;RC;Terrestre;25.549.014;6.950.789;2018;3,6757;NO AFILIADOS
HDI;Brasil;Primas;RC;Desvios;18.266.866;4.969.629;2018;3,6757;NO AFILIADOS
HDI;Brasil;Primas;RC;Terrestre;10.326.870;2.809.498;2018;3,6757;NO AFILIADOS
HDI;Brasil;Primas;RC;Internacional;6.376.194;1.734.688;2018;3,6757;NO AFILIADOS
HDI;Brasil;Primas;RC;Desvios;5.186.926;1.411.140;2018;3,6757;NO AFILIADOS
HDI;Chile;Siniestros;Carga;;113.538;4.118.158;2021;0,0276;AFILIADO
HDI;Brasil;Primas;RC;Ferrea;440;120;2018;3,6757;NO AFILIADOS
HDI;Brasil;Primas;RC;Maritima;284;77;2018;3,6757;NO AFILIADOS
HDI;Brasil;Primas;RC;Maritima;26;7;2018;3,6757;NO AFILIADOS
HDI;Brasil;Primas;RC;Aerea;25;7;2018;3,6757;NO AFILIADOS
HDI;Brasil;Primas;RC;Aerea;12;3;2018;3,6757;NO AFILIADOS
HDI;Brasil;Siniestros;Carga;Nacional;41.107.739;11.183.649;2018;3,6757;NO AFILIADOS
SOUTHBRIDGE;Chile;Siniestros;Carga;;196.526;7.128.263;2021;0,0276;AFILIADO
HDI;Brasil;Siniestros;Carga;Internacional;9.564.882;2.602.193;2018;3,6757;NO AFILIADOS
HDI;Brasil;Siniestros;Carga;Nacional;2.889.141;786.011;2018;3,6757;NO AFILIADOS
HDI;Brasil;Siniestros;Carga;Internacional;-4.176.445;-1.136.231;2018;3,6757;NO AFILIADOS
BCI;Chile;Primas;Cascos;;14.574.520;18.421;2020;791,19;AFILIADO
BCI;Chile;Primas;Carga;Terrestre;7.120.948.298;9.000.301;2020;791,19;AFILIADO
BCI;Chile;Primas;Carga;Maritima;5.520.644.290;6.977.647;2020;791,19;AFILIADO
BCI;Chile;Primas;Carga;Aerea;252.305.092;318.893;2020;791,19;AFILIADO
HDI;Brasil;Siniestros;RC;Desvios;14.012.390;3.812.169;2018;3,6757;NO AFILIADOS
HDI;Brasil;Siniestros;RC;Terrestre;13.366.138;3.636.352;2018;3,6757;NO AFILIADOS
HDI;Brasil;Siniestros;RC;Terrestre;4.398.037;1.196.517;2018;3,6757;NO AFILIADOS
HDI;Brasil;Siniestros;RC;Internacional;2.820.668;767.383;2018;3,6757;NO AFILIADOS
HDI;Brasil;Siniestros;RC;Desvios;2.364.982;643.410;2018;3,6757;NO AFILIADOS
HDI;Brasil;Siniestros;RC;Aerea;567;154;2018;3,6757;NO AFILIADOS
HDI;Brasil;Siniestros;RC;Maritima;41;11;2018;3,6757;NO AFILIADOS
HDI;Brasil;Siniestros;RC;Ferrea;17;5;2018;3,6757;NO AFILIADOS
HDI;Brasil;Siniestros;RC;Aerea;0;0;2018;3,6757;NO AFILIADOS
HDI;Brasil;Siniestros;RC;Maritima;0;0;2018;3,6757;NO AFILIADOS
HDI;Brasil;Primas;Carga;Nacional;33.252.785;10.391.495;2017;3,2;NO AFILIADOS
HDI;Brasil;Primas;Carga;Internacional;19.888.068;6.215.021;2017;3,2;NO AFILIADOS
HDI;Brasil;Primas;Carga;Nacional;5.416.909;1.692.784;2017;3,2;NO AFILIADOS
HDI;Brasil;Primas;Carga;Internacional;1.706.543;533.295;2017;3,2;NO AFILIADOS
HDI;Brasil;Primas;Cascos;Cascos Marítimos;7.093;2.217;2017;3,2;NO AFILIADOS
HDI;Brasil;Primas;RC;Terrestre;14.621.300;4.569.156;2017;3,2;NO AFILIADOS
HDI;Brasil;Primas;RC;Desvios;10.471.589;3.272.372;2017;3,2;NO AFILIADOS
HDI;Brasil;Primas;RC;Terrestre;6.908.523;2.158.913;2017;3,2;NO AFILIADOS
HDI;Brasil;Primas;RC;Internacional;4.047.968;1.264.990;2017;3,2;NO AFILIADOS
HDI;Brasil;Primas;RC;Desvios;3.320.620;1.037.694;2017;3,2;NO AFILIADOS
HDI;Chile;Primas;Cascos;;1.317.100.520;1.664.708;2020;791,19;AFILIADO
HDI;Chile;Primas;Carga;Terrestre;6.890.390.676;8.708.895;2020;791,19;AFILIADO
HDI;Chile;Primas;Carga;Maritima;703.952.439;889.739;2020;791,19;AFILIADO
HDI;Chile;Primas;Carga;Aerea;75.714.480;95.697;2020;791,19;AFILIADO
HDI;Brasil;Primas;RC;Aerea;29.484;9.214;2017;3,2;NO AFILIADOS
HDI;Brasil;Primas;RC;Maritima;2.254;704;2017;3,2;NO AFILIADOS
HDI;Brasil;Primas;RC;Maritima;859;268;2017;3,2;NO AFILIADOS
HDI;Brasil;Primas;RC;Ferrea;551;172;2017;3,2;NO AFILIADOS
HDI;Brasil;Primas;RC;Aerea;0;0;2017;3,2;NO AFILIADOS
HDI;Brasil;Primas;Riesgos Petroleros;;0;0;2017;3,2;NO AFILIADOS
HDI;Brasil;Siniestros;Carga;Nacional;12.073.687;3.773.027;2017;3,2;NO AFILIADOS
HDI;Brasil;Siniestros;Carga;Internacional;2.390.755;747.111;2017;3,2;NO AFILIADOS
HDI;Brasil;Siniestros;Carga;Nacional;2.123.885;663.714;2017;3,2;NO AFILIADOS
HDI;Brasil;Siniestros;Carga;Internacional;-8.513.951;-2.660.610;2017;3,2;NO AFILIADOS
HDI;Brasil;Siniestros;Cascos;Cascos Marítimos;0;0;2017;3,2;NO AFILIADOS
HDI;Brasil;Siniestros;RC;Terrestre;9.238.657;2.887.080;2017;3,2;NO AFILIADOS
HDI;Brasil;Siniestros;RC;Desvios;7.932.696;2.478.968;2017;3,2;NO AFILIADOS
HDI;Brasil;Siniestros;RC;Desvios;2.442.838;763.387;2017;3,2;NO AFILIADOS
HDI;Brasil;Siniestros;RC;Terrestre;1.832.359;572.612;2017;3,2;NO AFILIADOS
HDI;Brasil;Siniestros;RC;Internacional;854.798;267.124;2017;3,2;NO AFILIADOS
HDI;Brasil;Siniestros;RC;Maritima;0;0;2017;3,2;NO AFILIADOS
HDI;Brasil;Siniestros;RC;Ferrea;-51;-16;2017;3,2;NO AFILIADOS
HDI;Brasil;Siniestros;RC;Maritima;-89;-28;2017;3,2;NO AFILIADOS
HDI;Brasil;Siniestros;RC;Aerea;-2.510;-784;2017;3,2;NO AFILIADOS
HDI;Brasil;Siniestros;RC;Aerea;-4.302;-1.344;2017;3,2;NO AFILIADOS
HDI;Brasil;Siniestros;Riesgos Petroleros;;186;58;2017;3,2;NO AFILIADOS
HDI;Brasil;Primas;Carga;Internacional;21.897.586;6.341.918;2016;3,452833333;NO AFILIADOS
SOUTHBRIDGE;Chile;Primas;Carga;Terrestre;1.696.962.622;2.144.823;2020;791,19;AFILIADO
SOUTHBRIDGE;Chile;Primas;Carga;Maritima;8.676.494.978;10.966.386;2020;791,19;AFILIADO
SOUTHBRIDGE;Chile;Primas;Carga;Aerea;36.465.746;46.090;2020;791,19;AFILIADO
HDI;Brasil;Primas;Carga;Internacional;396.488;114.830;2016;3,452833333;NO AFILIADOS
HDI;Brasil;Primas;Cascos;;89.760;25.996;2016;3,452833333;NO AFILIADOS
HDI;Brasil;Primas;RC;Terrestre;8.809.394;2.551.352;2016;3,452833333;NO AFILIADOS
HDI;Brasil;Primas;RC;Terrestre;6.139.917;1.778.226;2016;3,452833333;NO AFILIADOS
HDI;Brasil;Primas;RC;Terrestre;4.972.200;1.440.035;2016;3,452833333;NO AFILIADOS
HDI;Brasil;Primas;RC;Terrestre;3.538.916;1.024.931;2016;3,452833333;NO AFILIADOS
HDI;Brasil;Primas;RC;Terrestre;2.292.658;663.993;2016;3,452833333;NO AFILIADOS
HDI;Brasil;Primas;RC;Terrestre;82.760;23.969;2016;3,452833333;NO AFILIADOS
HDI;Brasil;Primas;RC;Terrestre;2.309;669;2016;3,452833333;NO AFILIADOS
HDI;Brasil;Primas;RC;Terrestre;1.825;529;2016;3,452833333;NO AFILIADOS
BCI;Chile;Siniestros;Cascos;;524.683;663;2020;791,19;AFILIADO
BCI;Chile;Siniestros;Carga;Terrestre;6.415.974.416;8.109.271;2020;791,19;AFILIADO
BCI;Chile;Siniestros;Carga;Maritima;5.918.130.679;7.480.037;2020;791,19;AFILIADO
BCI;Chile;Siniestros;Carga;Aerea;84.269.901;106.510;2020;791,19;AFILIADO
HDI;Brasil;Primas;RC;Terrestre;991;287;2016;3,452833333;NO AFILIADOS
HDI;Brasil;Primas;RC;Terrestre;-179;-52;2016;3,452833333;NO AFILIADOS
HDI;Brasil;Siniestros;Carga;Nacional;22.018.837;6.377.034;2016;3,452833333;NO AFILIADOS
HDI;Brasil;Siniestros;Carga;Internacional;5.535.583;1.603.200;2016;3,452833333;NO AFILIADOS
HDI;Brasil;Siniestros;Carga;Nacional;3.341.822;967.849;2016;3,452833333;NO AFILIADOS
HDI;Brasil;Siniestros;Carga;Internacional;-25.608.753;-7.416.736;2016;3,452833333;NO AFILIADOS
HDI;Brasil;Siniestros;RC;Terrestre;7.132.865;2.065.801;2016;3,452833333;NO AFILIADOS
HDI;Brasil;Siniestros;RC;Terrestre;4.448.952;1.288.493;2016;3,452833333;NO AFILIADOS
HDI;Brasil;Siniestros;RC;Terrestre;3.101.755;898.322;2016;3,452833333;NO AFILIADOS
HDI;Brasil;Siniestros;RC;Terrestre;2.137.903;619.174;2016;3,452833333;NO AFILIADOS
HDI;Brasil;Siniestros;RC;Terrestre;1.192.387;345.336;2016;3,452833333;NO AFILIADOS
HDI;Brasil;Siniestros;RC;Terrestre;81;23;2016;3,452833333;NO AFILIADOS
HDI;Brasil;Siniestros;RC;Terrestre;-24;-7;2016;3,452833333;NO AFILIADOS
HDI;Brasil;Siniestros;RC;Terrestre;-154.145;-44.643;2016;3,452833333;NO AFILIADOS
HDI;Brasil;Primas;Carga;Nacional;8.378.002;2.549.605;2015;3,286;NO AFILIADOS
HDI;Brasil;Primas;Carga;Nacional;5.265.567;1.602.425;2015;3,286;NO AFILIADOS
HDI;Brasil;Primas;Carga;Internacional;3.610.767;1.098.834;2015;3,286;NO AFILIADOS
HDI;Brasil;Primas;Carga;Internacional;1.454.077;442.507;2015;3,286;NO AFILIADOS
HDI;Brasil;Primas;Cascos;;289.602;88.132;2015;3,286;NO AFILIADOS
HDI;Brasil;Primas;RC;Terrestre nacional;8.753.595;2.663.906;2015;3,286;NO AFILIADOS
HDI;Chile;Siniestros;Cascos;;297.664.718;376.224;2020;791,19;AFILIADO
HDI;Chile;Siniestros;Carga;Terrestre;1.846.624.701;2.333.984;2020;791,19;AFILIADO
HDI;Chile;Siniestros;Carga;Maritima;133.047.011;168.161;2020;791,19;AFILIADO
HDI;Chile;Siniestros;Carga;Aerea;0;0;2020;791,19;AFILIADO
HDI;Brasil;Primas;RC;Terrestre nacional;5.945.659;1.809.391;2015;3,286;NO AFILIADOS
HDI;Brasil;Primas;RC;Todos;5.599.624;1.704.085;2015;3,286;NO AFILIADOS
HDI;Brasil;Primas;RC;Terrestre Internacional;3.146.719;957.614;2015;3,286;NO AFILIADOS
HDI;Brasil;Primas;RC;Férrea Internacional;3.146.719;957.614;2015;3,286;NO AFILIADOS
HDI;Brasil;Primas;RC;Todos;2.990.804;910.166;2015;3,286;NO AFILIADOS
HDI;Brasil;Primas;RC;Aérea Nacional;257.009;78.213;2015;3,286;NO AFILIADOS
HDI;Brasil;Primas;RC;Marítima;1.241;378;2015;3,286;NO AFILIADOS
HDI;Brasil;Primas;RC;Aérea Nacional;1.099;334;2015;3,286;NO AFILIADOS
HDI;Brasil;Siniestros;Carga;Internacional;31.909.115;9.710.625;2015;3,286;NO AFILIADOS
HDI;Brasil;Siniestros;Carga;Nacional;12.412.608;3.777.422;2015;3,286;NO AFILIADOS
HDI;Brasil;Siniestros;Carga;Nacional;4.358.936;1.326.517;2015;3,286;NO AFILIADOS
HDI;Brasil;Siniestros;Carga;Internacional;2.450.653;745.786;2015;3,286;NO AFILIADOS
HDI;Brasil;Siniestros;RC;Terrestre nacional;10.583.846;3.220.890;2015;3,286;NO AFILIADOS
HDI;Brasil;Siniestros;RC;Todos;7.497.765;2.281.730;2015;3,286;NO AFILIADOS
HDI;Brasil;Siniestros;RC;Aérea Nacional;2.356.289;717.069;2015;3,286;NO AFILIADOS
HDI;Brasil;Siniestros;RC;Terrestre nacional;2.219.777;675.526;2015;3,286;NO AFILIADOS
HDI;Brasil;Siniestros;RC;Terrestre internacional;1.823.987;555.078;2015;3,286;NO AFILIADOS
HDI;Brasil;Siniestros;RC;Férrea Internacional;1.823.987;555.078;2015;3,286;NO AFILIADOS
HDI;Brasil;Siniestros;RC;Todos;778.581;236.939;2015;3,286;NO AFILIADOS
HDI;Brasil;Siniestros;RC;Marítima;87;26;2015;3,286;NO AFILIADOS
HDI;Brasil;Siniestros;Riesgos Portuarios;;908;276;2015;3,286;NO AFILIADOS
HDI;Brasil;Primas;Carga;Internacional;66.085.609;28.073.718;2014;2,35400274;NO AFILIADOS
HDI;Brasil;Primas;Carga;Nacional;20.419.298;8.674.288;2014;2,35400274;NO AFILIADOS
SOUTHBRIDGE;Chile;Siniestros;Carga;Terrestre;2.009.203.745;2.539.471;2020;791,19;AFILIADO
SOUTHBRIDGE;Chile;Siniestros;Carga;Maritima;2.012.946.835;2.544.202;2020;791,19;AFILIADO
SOUTHBRIDGE;Chile;Siniestros;Carga;Aerea;7.840.135;9.909;2020;791,19;AFILIADO
HDI;Brasil;Primas;Carga;Nacional;1.099.033;466.878;2014;2,35400274;NO AFILIADOS
HDI;Brasil;Primas;Carga;Internacional;8.037;3.414;2014;2,35400274;NO AFILIADOS
HDI;Brasil;Primas;Cascos;;284.905;121.030;2014;2,35400274;NO AFILIADOS
HDI;Brasil;Primas;RC;;3.523.859;1.496.965;2014;2,35400274;NO AFILIADOS
HDI;Brasil;Siniestros;Carga;Nacional;12.658.637;5.377.495;2014;2,35400274;NO AFILIADOS
HDI;Brasil;Siniestros;Carga;Internacional;5.555.308;2.359.941;2014;2,35400274;NO AFILIADOS
HDI;Brasil;Siniestros;Carga;Internacional;4.682.037;1.988.968;2014;2,35400274;NO AFILIADOS
HDI;Brasil;Siniestros;Carga;Nacional;100.460;42.676;2014;2,35400274;NO AFILIADOS
HDI;Brasil;Siniestros;Carga;Internacional;18;8;2014;2,35400274;NO AFILIADOS
HDI;Brasil;Siniestros;RC;;-651.931;-276.946;2014;2,35400274;NO AFILIADOS
BCI;Chile;Primas;Carga;Terrestre;7.233.819.109;10.285.100;2019;703,33;AFILIADO
BCI;Chile;Primas;Carga;Marítimo;3.490.110.317;4.962.266;2019;703,33;AFILIADO
BCI;Chile;Primas;Cascos;Marítimo;17.111.152;24.329;2019;703,33;AFILIADO
HDI;Brasil;Primas;Carga;;29.481.820;13.648.517;2013;2,160074995;NO AFILIADOS
HDI;Brasil;Primas;Carga;;19.362.822;8.963.958;2013;2,160074995;NO AFILIADOS
HDI;Brasil;Primas;Carga;;5.429.912;2.513.761;2013;2,160074995;NO AFILIADOS
HDI;Brasil;Primas;Carga;;14.091;6.523;2013;2,160074995;NO AFILIADOS
HDI;Brasil;Primas;Cascos;;17.460;8.083;2013;2,160074995;NO AFILIADOS
HDI;Brasil;Siniestros;Carga;;4.417.086;2.044.876;2013;2,160074995;NO AFILIADOS
HDI;Brasil;Siniestros;Carga;;2.294.009;1.062.004;2013;2,160074995;NO AFILIADOS
HDI;Brasil;Siniestros;Carga;;1.463.426;677.489;2013;2,160074995;NO AFILIADOS
HDI;Brasil;Siniestros;Carga;;2.900;1.343;2013;2,160074995;NO AFILIADOS
HDI;Brasil;Primas;Carga;;6.891.032;3.525.865;2012;1,954423246;NO AFILIADOS
HDI;Brasil;Primas;Carga;;4.608.975;2.358.228;2012;1,954423246;NO AFILIADOS
HDI;Chile;Primas;Carga;Terrestre;5.954.696.762;8.466.434;2019;703,33;AFILIADO
HDI;Chile;Primas;Carga;Marítimo;658.219.030;935.861;2019;703,33;AFILIADO
HDI;Chile;Primas;Cascos;Marítimo;413.361.598;587.721;2019;703,33;AFILIADO
HDI;Brasil;Primas;Carga;;3.520.577;1.801.338;2012;1,954423246;NO AFILIADOS
HDI;Brasil;Primas;Carga;;60.646;31.030;2012;1,954423246;NO AFILIADOS
HDI;Brasil;Primas;Cascos;;26.466;13.542;2012;1,954423246;NO AFILIADOS
HDI;Brasil;Siniestros;Carga;;7.159.830;3.663.398;2012;1,954423246;NO AFILIADOS
HDI;Brasil;Siniestros;Carga;;1.804.095;923.083;2012;1,954423246;NO AFILIADOS
HDI;Brasil;Siniestros;Carga;;1.017.741;520.737;2012;1,954423246;NO AFILIADOS
HDI;Brasil;Siniestros;Riesgos Petroleros;;-20;-10;2012;1,954423246;NO AFILIADOS
HDI;Brasil;Siniestros;Riesgos Petroleros;;-20;-10;2012;1,954423246;NO AFILIADOS
HDI;Brasil;Primas;Carga;;7.452.577;4.451.326;2011;1,674237746;NO AFILIADOS
HDI;Brasil;Primas;Carga;;5.102.898;3.047.893;2011;1,674237746;NO AFILIADOS
HDI;Brasil;Primas;Carga;;3.103.293;1.853.556;2011;1,674237746;NO AFILIADOS
HDI;Brasil;Primas;Carga;;30.142;18.003;2011;1,674237746;NO AFILIADOS
HDI;Brasil;Primas;Cascos;;20.944;12.509;2011;1,674237746;NO AFILIADOS
HDI;Brasil;Siniestros;Carga;;4.051.336;2.419.809;2011;1,674237746;NO AFILIADOS
HDI;Brasil;Siniestros;Carga;;2.411.911;1.440.602;2011;1,674237746;NO AFILIADOS
HDI;Brasil;Siniestros;Carga;;2.078.370;1.241.383;2011;1,674237746;NO AFILIADOS
HDI;Brasil;Siniestros;Carga;;-3.266;-1.951;2011;1,674237746;NO AFILIADOS
SOUTHBRIDGE;Chile;Primas;Carga;Terrestre;1.430.306.772;2.033.621;2019;703,33;AFILIADO
SOUTHBRIDGE;Chile;Primas;Carga;Marítimo;5.727.572.313;8.143.506;2019;703,33;AFILIADO
HDI;Brasil;Primas;Carga;;12.315.162;6.993.724;2010;1,760887585;NO AFILIADOS
HDI;Brasil;Primas;Carga;;7.125.777;4.046.696;2010;1,760887585;NO AFILIADOS
HDI;Brasil;Primas;Carga;;3.552.161;2.017.256;2010;1,760887585;NO AFILIADOS
HDI;Brasil;Primas;Carga;;34.900;19.819;2010;1,760887585;NO AFILIADOS
HDI;Brasil;Primas;Cascos;;12.708;7.217;2010;1,760887585;NO AFILIADOS
HDI;Brasil;Siniestros;Carga;;7.352.199;4.175.280;2010;1,760887585;NO AFILIADOS
HDI;Brasil;Siniestros;Carga;;3.525.281;2.001.991;2010;1,760887585;NO AFILIADOS
HDI;Brasil;Siniestros;Carga;;1.042.893;592.254;2010;1,760887585;NO AFILIADOS
BCI;Chile;Siniestros;Carga;Terrestre;4.100.253.611;5.829.772;2019;703,33;AFILIADO
BCI;Chile;Siniestros;Carga;Marítimo;786.791.270;1.118.666;2019;703,33;AFILIADO
BCI;Chile;Siniestros;Cascos;Marítimo;-6.062.844;-8.620;2019;703,33;AFILIADO
HDI;Brasil;Siniestros;Carga;;8.313;4.721;2010;1,760887585;NO AFILIADOS
HDI;Colombia;Primas;Carga;Transporte;21.880.578.012;5.124.257;2024;4.270;NO AFILIADOS
HDI;Colombia;Primas;Cascos;Navegación y Casco;1.780.275.298;416.926;2024;4.270;NO AFILIADOS
HDI;Colombia;Siniestros;Carga;Transporte;6.053.764.294;1.417.743;2024;4.270;NO AFILIADOS
HDI;Colombia;Siniestros;Cascos;Navegación y Casco;315.000.000;73.770;2024;4.270;NO AFILIADOS
HDI;Colombia;Primas;Carga;;17.767.770.000;4.175.739;2022;4.255,00;NO AFILIADOS
HDI;Colombia;Primas;Cascos;;388.780.000;91.370;2022;4.255,00;NO AFILIADOS
HDI;Colombia;Siniestros;Carga;;5.298.230.000;1.245.177;2022;4.255,00;NO AFILIADOS
HDI;Colombia;Primas;Carga;;14.235.000.000;3.797.418;2021;3.748,60;NO AFILIADOS
HDI;Chile;Siniestros;Carga;Terrestre;3.015.455.156;4.287.397;2019;703,33;AFILIADO
HDI;Chile;Siniestros;Carga;Marítimo;122.356.891;173.968;2019;703,33;AFILIADO
HDI;Chile;Siniestros;Cascos;Marítimo;25.308.094;35.983;2019;703,33;AFILIADO
HDI;Colombia;Primas;Cascos;;99.000.000;26.410;2021;3.748,60;NO AFILIADOS
HDI;Colombia;Siniestros;Carga;;4.904.000.000;1.308.222;2021;3.748,60;NO AFILIADOS
HDI;Colombia;Siniestros;Cascos;;8.000.000;2.134;2021;3.748,60;NO AFILIADOS
HDI;Colombia;Primas;Carga;;13.867.000.000;3.758.412;2020;3689,59;NO AFILIADOS
HDI;Colombia;Primas;Cascos;;2.693.000.000;729.891;2020;3689,59;NO AFILIADOS
HDI;Colombia;Siniestros;Carga;;6.296.000.000;1.706.423;2020;3689,59;NO AFILIADOS
HDI;Colombia;Siniestros;Cascos;;35.000.000;9.486;2020;3689,59;NO AFILIADOS
HDI;Colombia;Primas;Carga;;13.669.840.000;4.164.359;2019;3282,58;NO AFILIADOS
HDI;Colombia;Primas;Cascos;;21.840.000;6.653;2019;3282,58;NO AFILIADOS
HDI;Colombia;Siniestros;Carga;;5.111.570.000;1.557.181;2019;3282,58;NO AFILIADOS
HDI;Colombia;Siniestros;Cascos;;52.610.000;16.027;2019;3282,58;NO AFILIADOS
HDI;Colombia;Primas;Carga;;10.376.000.000;3.463.227;2018;2996,05;NO AFILIADOS
HDI;Colombia;Primas;Cascos;Cascos Marítimos;100.000.000;33.377;2018;2996,05;NO AFILIADOS
HDI;Colombia;Siniestros;Carga;;3.367.500.000;1.123.980;2018;2996,05;NO AFILIADOS
HDI;Colombia;Siniestros;Cascos;Cascos Marítimos;2.380.000;794;2018;2996,05;NO AFILIADOS
HDI;Colombia;Primas;Carga;;7.672.000.000;2.589.914;2017;2962,26;NO AFILIADOS
HDI;Colombia;Primas;Cascos;Cascos Marítimos;126.000.000;42.682;2017;2952,08;NO AFILIADOS
SOUTHBRIDGE;Chile;Siniestros;Carga;Terrestre;-1.093.993.079;-1.555.448;2019;703,33;AFILIADO
SOUTHBRIDGE;Chile;Siniestros;Carga;Marítimo;2.392.274.091;3.401.354;2019;703,33;AFILIADO
HDI;Colombia;Siniestros;Carga;;2.410.310.000;813.673;2017;2962,26;NO AFILIADOS
HDI;Colombia;Siniestros;Cascos;Cascos Marítimos;1.000.000;339;2017;2952,08;NO AFILIADOS
HDI;Ecuador;Primas;Carga;Transporte;389.291;389.291;2024;1;NO AFILIADOS
HDI;Ecuador;Siniestros;Carga;Transporte;17.696;17.696;2024;1;NO AFILIADOS
HDI;Perú;Primas;Carga;Transporte ;444.560;135.170;2018;3,2889;NO AFILIADOS
HDI;Perú;Siniestros;Carga;Transporte ;1.141.160;346.973;2018;3,2889;NO AFILIADOS
HDI;Perú;Primas;Carga;Transporte ;106.520;32.667;2017;3,2608;NO AFILIADOS
HDI;Perú;Siniestros;Carga;Transporte;31.880;9.777;2017;3,2608;NO AFILIADOS
BCI;Chile;Primas;Carga;Terrestre;6.325.466.700;9.812.402;2018;644,64;AFILIADO
BCI;Chile;Primas;Carga;Maritima;1.900.027.207;2.947.424;2018;644,64;AFILIADO
BCI;Chile;Primas;Carga;Aerea;206.109.412;319.728;2018;644,64;AFILIADO
BCI;Chile;Primas;Cascos;Cascos Marítimos;15.822.763;24.545;2018;644,64;AFILIADO
HDI;Perú;Siniestros;Carga;;-433.110;-128.348;2016;3,3745;NO AFILIADOS
HDI;Perú;Siniestros;Carga;;548.000;172.111;2015;3,184;NO AFILIADOS
HDI;Uruguay;Primas;Carga;Transporte;191.501.225;4.765.988;2024;40,1808;NO AFILIADOS
HDI;Uruguay;Siniestros;Carga;Transporte;11.640.867;289.712;2024;40,1808;NO AFILIADOS
HDI;Uruguay;Primas;Carga;Transporte;172.372.198;4.439.745;2023;38,8248;NO AFILIADOS
HDI;Uruguay;Siniestros;Carga;Transporte;20.926.181;538.990;2023;38,8248;NO AFILIADOS
HDI;Uruguay;Primas;Carga;Transporte;225.330.880;5.478.358;2022;41,1311;NO AFILIADOS
HDI;Uruguay;Primas;Carga;Transporte;200.353.453;4.599.863;2021;43,5564;NO AFILIADOS
HDI;Uruguay;Siniestros;Carga;Transporte;40.597.155;932.059;2021;43,5564;NO AFILIADOS
HDI;Uruguay;Primas;Carga;Transporte;120.131.852;2.860.929;2020;41,9905;NO AFILIADOS
HDI;Uruguay;Siniestros;Carga;Transporte;22.305.308;531.199;2020;41,9905;NO AFILIADOS
HDI;Uruguay;Primas;Carga;Transporte;130.326.235;3.697.765;2019;35,2446;NO AFILIADOS
HDI;Uruguay;Siniestros;Carga;Transporte;21.260.407;603.225;2019;35,2446;NO AFILIADOS
HDI;Uruguay;Primas;Carga;Transporte;62.484.738;2.025.273;2018;30,8525;NO AFILIADOS
HDI;Uruguay;Siniestros;Carga;Transporte;27.267.728;883.809;2018;30,8525;NO AFILIADOS
HDI;Uruguay;Primas;Carga;Transporte;63.910.231;2.235.405;2017;28,59;NO AFILIADOS
HDI;Chile;Primas;Carga;Terrestre;5.906.191.034;9.161.999;2018;644,64;AFILIADO
HDI;Chile;Primas;Carga;Maritima;1.468.898.252;2.278.633;2018;644,64;AFILIADO
HDI;Chile;Primas;Carga;Aerea;294.623.164;457.035;2018;644,64;AFILIADO
HDI;Chile;Primas;Cascos;Cascos Marítimos;59.928.027;92.964;2018;644,64;AFILIADO
HDI;Uruguay;Siniestros;Carga;Transporte;10.012.590;350.213;2017;28,59;NO AFILIADOS
HDI;Uruguay;Primas;Carga;Transporte;56.027.594;1.856.473;2016;30,17958333;NO AFILIADOS
HDI;Uruguay;Siniestros;Carga;Transporte;51.497.025;1.706.353;2016;30,17958333;NO AFILIADOS
HDI;Uruguay;Primas;Carga;Transporte;90.855.630;3.304.893;2015;27,49125;NO AFILIADOS
HDI;Uruguay;Siniestros;Carga;Transporte;35.353.234;1.285.981;2015;27,49125;NO AFILIADOS
